Tag Counts:
Tag,Count
sv_p4,7886
sv_p1,7798
email,8047
sv_p5,8418
sv_p2,8675
sv_p3,8572
Untagged,0

Port/Protocol Combination Counts:
Port,Protocol,Count
51260,tcp,9
29594,tcp,10
36356,tcp,7
48332,udp,5
37746,tcp,12
34893,udp,5
32779,tcp,17
52151,udp,11
13484,udp,10
35228,icmp,13
35037,udp,5
42469,udp,6
34414,udp,13
52759,udp,9
29718,tcp,6
13376,udp,8
27636,tcp,16
14035,udp,16
9886,icmp,13
40856,udp,12
41672,udp,5
52630,udp,10
54686,udp,13
12745,udp,9
5541,icmp,13
57148,tcp,9
11565,udp,13
59128,tcp,6
63112,icmp,12
46483,udp,11
55886,tcp,7
34410,tcp,7
17715,tcp,12
37148,tcp,8
34956,udp,10
20188,icmp,10
33471,tcp,11
18949,icmp,12
41055,icmp,5
27130,udp,8
62741,udp,9
51641,tcp,11
25339,tcp,9
22949,tcp,7
50726,icmp,9
49253,udp,11
65486,udp,10
17775,tcp,8
40629,icmp,8
54122,tcp,13
50858,icmp,7
63812,udp,14
13456,udp,10
37889,tcp,11
38458,icmp,10
37599,udp,12
30940,icmp,9
12150,tcp,11
53102,udp,14
8084,icmp,12
40213,udp,9
63693,udp,8
54557,tcp,13
23324,icmp,8
13432,tcp,6
19452,icmp,17
5877,udp,10
43066,tcp,10
56612,tcp,12
57293,udp,10
14159,icmp,9
45468,udp,12
42525,tcp,9
30853,icmp,8
15991,tcp,5
48443,udp,9
58413,icmp,14
13429,tcp,12
61604,tcp,10
24114,icmp,10
43056,tcp,7
38380,udp,7
47200,udp,11
27246,tcp,8
8580,tcp,12
19094,icmp,16
22221,tcp,12
56061,icmp,7
33522,udp,16
59679,icmp,12
2915,udp,9
64188,tcp,6
27670,icmp,10
31471,tcp,9
35094,icmp,18
25555,tcp,13
6015,icmp,19
20335,icmp,8
42313,icmp,12
1161,udp,12
7063,icmp,7
42682,icmp,10
49804,tcp,13
19390,tcp,6
57847,icmp,9
46625,tcp,11
10214,udp,11
41115,udp,13
42396,tcp,6
56444,udp,10
50154,tcp,17
46909,udp,13
11080,tcp,13
9568,icmp,12
12721,icmp,12
27750,udp,10
45503,tcp,10
24568,icmp,15
56233,icmp,11
47031,udp,9
24975,udp,8
58055,tcp,9
9683,udp,15
20940,tcp,13
14868,udp,9
18326,tcp,12
41726,udp,14
34716,icmp,12
45142,icmp,5
55242,udp,12
12951,icmp,12
60843,tcp,9
58230,udp,7
6230,tcp,10
40506,udp,10
48590,icmp,13
29200,icmp,7
8343,icmp,5
38250,icmp,10
32970,udp,11
56744,udp,16
28871,icmp,12
5643,tcp,18
30057,icmp,12
8455,udp,14
3033,icmp,7
63439,icmp,6
52454,udp,12
13143,icmp,10
18459,icmp,8
14602,tcp,12
9328,udp,9
49391,tcp,11
20962,icmp,11
61153,tcp,14
31761,icmp,9
10443,icmp,7
40144,icmp,10
6781,icmp,11
2921,udp,15
53750,udp,16
45503,udp,7
410,udp,15
49166,icmp,3
21751,udp,11
55103,icmp,8
13828,udp,10
59374,udp,9
16055,icmp,9
35465,icmp,12
39682,udp,5
8094,udp,12
10998,icmp,10
25896,tcp,8
55560,udp,9
45240,tcp,11
22896,udp,18
44087,tcp,4
58112,udp,9
49320,tcp,6
39793,udp,7
10305,udp,14
43784,tcp,19
61882,tcp,12
49862,icmp,9
53879,icmp,11
4063,tcp,8
8089,tcp,12
41270,udp,10
17982,icmp,12
1033,icmp,9
27748,tcp,8
56098,udp,11
54521,udp,10
28612,icmp,14
9666,icmp,10
17118,icmp,11
9158,icmp,14
35510,tcp,9
9756,tcp,7
51833,udp,5
13915,tcp,9
52964,icmp,11
35910,udp,12
11204,udp,7
31559,udp,11
60191,icmp,13
41441,tcp,6
15313,udp,7
32383,tcp,9
63642,tcp,15
1055,udp,10
181,icmp,9
9547,udp,14
3365,icmp,8
33389,tcp,8
63762,udp,12
33270,tcp,9
3992,tcp,9
9659,tcp,9
45678,icmp,13
18102,icmp,13
64318,udp,2
10491,udp,11
29289,udp,7
38833,icmp,9
48892,udp,11
31588,icmp,6
54351,udp,11
59480,icmp,10
19213,udp,13
16875,udp,13
35694,icmp,11
29561,icmp,8
39936,tcp,8
50720,icmp,6
23880,tcp,11
60430,udp,10
10397,udp,10
57717,icmp,10
47865,tcp,12
50654,tcp,13
55793,udp,11
21691,udp,3
21715,icmp,16
44626,tcp,9
36437,udp,17
40481,udp,8
61842,udp,7
42067,udp,8
53956,tcp,12
28178,icmp,13
4808,tcp,21
14363,tcp,5
15696,udp,14
40334,tcp,12
42835,udp,7
25307,icmp,5
49046,udp,11
1426,icmp,11
10994,icmp,4
3593,icmp,7
32338,icmp,12
47562,icmp,13
27039,tcp,12
38221,udp,10
179,tcp,7
49755,tcp,17
42202,icmp,15
63677,tcp,19
48154,tcp,10
33257,icmp,10
60303,icmp,11
5579,udp,8
10437,icmp,11
24917,udp,11
21012,tcp,14
23578,icmp,12
8276,udp,19
13741,icmp,10
39904,udp,11
23809,tcp,14
6253,icmp,9
33334,icmp,9
64994,udp,8
52338,icmp,10
55581,tcp,11
53047,udp,13
35164,icmp,8
7303,udp,12
2116,tcp,8
2494,tcp,12
18687,udp,14
62895,tcp,14
7235,tcp,14
64412,icmp,11
60881,icmp,14
9755,tcp,9
15686,tcp,13
19378,tcp,11
51841,tcp,8
41030,icmp,5
532,udp,11
7174,tcp,10
36948,udp,13
19969,tcp,6
19844,udp,13
26012,tcp,12
25422,icmp,9
21116,tcp,14
10618,tcp,13
51531,udp,7
15231,icmp,10
26768,icmp,16
60980,tcp,12
44361,tcp,6
22678,udp,6
41746,icmp,6
54744,icmp,11
53250,udp,17
24884,icmp,11
16825,udp,14
23920,icmp,12
63190,tcp,9
60025,udp,11
55389,tcp,11
21159,udp,5
27606,udp,11
61924,udp,8
38656,icmp,5
57605,udp,15
24806,icmp,14
32594,tcp,12
20866,udp,7
29275,tcp,2
53526,udp,8
10514,icmp,9
49085,icmp,12
34620,tcp,8
58558,udp,8
3454,tcp,5
56479,icmp,13
35487,icmp,9
15959,udp,12
37553,icmp,11
61541,icmp,10
53582,tcp,9
950,icmp,11
40102,icmp,10
11387,udp,11
58298,udp,17
22983,udp,7
63959,icmp,12
22253,tcp,9
22952,icmp,11
19174,icmp,9
51163,tcp,9
61311,udp,16
22953,tcp,16
31948,icmp,9
3742,udp,11
31510,icmp,9
53142,udp,16
20583,udp,15
61083,udp,15
19162,udp,8
28311,tcp,5
16377,icmp,11
20386,tcp,11
17398,icmp,13
61998,tcp,12
43063,tcp,6
52270,icmp,20
24978,udp,14
34566,udp,10
14347,udp,14
62739,tcp,16
29980,udp,16
2110,tcp,16
33856,tcp,9
31802,udp,11
26992,icmp,16
21236,udp,8
40425,tcp,7
16816,tcp,12
10883,tcp,13
61617,udp,13
53717,tcp,5
15541,udp,11
52441,icmp,7
8158,icmp,9
28579,udp,19
35179,tcp,9
30326,icmp,5
54159,udp,12
51243,udp,6
30048,udp,10
27112,tcp,8
26215,udp,14
4734,udp,8
22080,tcp,12
32442,tcp,10
56992,tcp,11
12733,udp,12
26987,udp,13
21606,tcp,15
33123,icmp,13
18870,tcp,7
31781,udp,13
15037,tcp,10
58252,icmp,11
22563,tcp,5
15393,tcp,11
65,icmp,4
4,udp,11
53402,icmp,7
60716,icmp,8
9982,icmp,12
31327,udp,9
45953,udp,13
7640,udp,11
57217,tcp,13
49408,icmp,12
5862,udp,8
42628,icmp,12
34935,tcp,7
61674,tcp,7
13482,icmp,12
44418,udp,15
41550,icmp,12
44845,udp,13
31365,udp,10
777,icmp,11
62017,tcp,8
20661,tcp,16
16662,tcp,6
7612,icmp,13
13129,tcp,7
34238,tcp,9
26783,udp,9
20134,udp,15
7124,tcp,13
8005,tcp,9
21498,udp,13
28919,udp,7
63945,tcp,14
18945,icmp,5
21349,icmp,15
740,icmp,11
65311,tcp,13
35407,tcp,10
49737,udp,9
54493,icmp,10
43935,udp,10
7422,icmp,9
62126,udp,4
15076,udp,13
64584,udp,13
37112,icmp,11
24638,udp,11
25759,tcp,7
41663,icmp,8
44974,icmp,12
58047,icmp,16
51950,icmp,11
36640,icmp,11
33561,tcp,10
22188,udp,15
50676,udp,11
46691,udp,11
15473,icmp,10
39525,udp,12
5329,tcp,5
37775,tcp,13
32697,udp,7
62958,icmp,9
21655,icmp,7
60003,icmp,7
5679,icmp,7
39457,tcp,6
20789,icmp,9
42021,tcp,15
22411,tcp,6
1041,icmp,5
11726,udp,5
58089,tcp,10
15325,icmp,6
57511,icmp,7
4380,icmp,15
22904,icmp,12
65160,tcp,12
18498,icmp,11
51128,tcp,15
35891,icmp,11
44316,udp,7
47628,tcp,9
30100,udp,11
60187,tcp,19
49422,udp,11
5046,udp,12
19554,udp,6
58521,tcp,4
53540,udp,13
5314,udp,8
22608,tcp,9
41075,tcp,11
56829,icmp,7
36288,icmp,11
46306,icmp,8
54565,icmp,7
40517,icmp,13
1656,tcp,4
56178,tcp,12
1790,udp,7
64390,udp,12
10770,udp,12
21117,tcp,8
13116,icmp,14
37460,icmp,15
9883,icmp,10
65019,icmp,4
56340,udp,10
12416,tcp,8
61548,udp,10
58711,tcp,13
3724,udp,9
2526,tcp,7
35836,icmp,6
40463,udp,7
6369,udp,8
43876,tcp,10
17405,udp,8
56642,udp,13
6027,tcp,10
16503,icmp,10
34242,tcp,5
21129,tcp,8
28674,udp,11
6492,udp,8
37188,udp,18
38544,icmp,9
53229,udp,7
54745,icmp,9
15557,tcp,13
33998,tcp,11
53561,udp,11
12755,tcp,12
56350,tcp,8
40129,udp,9
28084,tcp,15
37124,icmp,9
49841,icmp,9
40653,udp,9
21264,udp,9
11080,icmp,7
42919,icmp,10
5549,tcp,4
36616,udp,13
54663,tcp,10
28934,icmp,16
2638,udp,10
3575,icmp,14
28727,tcp,15
19908,tcp,10
11889,tcp,8
64887,tcp,11
25351,icmp,7
63836,udp,9
63795,icmp,16
39540,tcp,10
24633,udp,13
35382,udp,9
37113,udp,7
44784,icmp,11
49717,udp,8
58018,icmp,13
3450,udp,17
38429,icmp,12
27251,udp,11
35413,icmp,12
46807,icmp,9
39037,tcp,9
59061,udp,9
8844,icmp,6
56129,tcp,11
13163,udp,11
63101,udp,14
18623,udp,11
1029,tcp,7
2255,tcp,12
31498,udp,24
2900,udp,8
56444,tcp,13
49278,icmp,16
50583,tcp,9
998,udp,14
15711,tcp,10
8589,tcp,11
15126,tcp,12
51593,icmp,8
47962,icmp,10
48203,udp,10
8651,tcp,7
40461,udp,16
45857,udp,13
55234,udp,12
32520,icmp,12
47616,icmp,10
42997,udp,7
56583,icmp,11
1051,icmp,13
12344,tcp,4
46225,icmp,7
20702,udp,13
53415,udp,10
15495,tcp,12
52129,icmp,11
13625,icmp,9
35594,udp,13
24204,udp,11
50558,tcp,7
1698,tcp,12
64554,icmp,9
4790,udp,12
52199,udp,10
8701,icmp,11
13727,icmp,13
49356,udp,13
13965,udp,15
7438,tcp,7
58988,udp,12
46035,udp,10
38592,tcp,9
47089,udp,6
13337,udp,10
23686,icmp,9
46956,tcp,7
12080,icmp,11
64257,tcp,13
43445,tcp,6
48249,icmp,11
64536,tcp,9
37329,icmp,8
43341,udp,9
30198,tcp,18
17809,tcp,11
21072,udp,13
21716,udp,10
37350,tcp,12
63083,icmp,11
37660,icmp,9
56150,icmp,15
5627,icmp,8
15557,udp,12
27182,tcp,7
22122,icmp,6
15245,tcp,6
41781,icmp,7
56320,tcp,4
11525,udp,14
17563,udp,11
6609,icmp,15
44769,tcp,9
56317,tcp,10
60178,tcp,13
42096,icmp,6
46934,tcp,8
44373,icmp,13
48186,tcp,9
26733,icmp,10
29739,udp,8
29584,tcp,7
2843,tcp,11
34010,udp,9
3205,tcp,8
30825,icmp,7
49495,icmp,12
51736,udp,12
31624,tcp,13
17191,icmp,12
9902,icmp,9
8211,tcp,9
14762,icmp,19
35680,icmp,11
40429,icmp,7
21979,tcp,13
23584,udp,9
10309,udp,10
50797,icmp,12
11231,udp,8
43623,tcp,11
18162,tcp,11
28303,udp,13
54987,udp,11
36842,icmp,11
14647,udp,9
45063,tcp,8
17401,tcp,11
48103,icmp,5
3589,udp,7
42314,tcp,14
64022,tcp,6
30260,icmp,15
6935,udp,12
25727,udp,8
39167,udp,6
54226,tcp,7
33374,tcp,14
25978,udp,14
54136,udp,8
55794,icmp,9
48798,icmp,9
62440,tcp,17
23890,tcp,9
38223,tcp,4
28393,udp,9
37587,udp,6
14241,icmp,16
65524,udp,15
20675,tcp,10
54081,icmp,17
60979,udp,10
62869,icmp,8
7373,icmp,12
52202,icmp,10
53164,icmp,13
12259,tcp,5
47762,udp,12
54371,tcp,10
4013,icmp,11
65352,udp,4
37857,udp,12
2201,udp,7
44715,icmp,9
42404,tcp,19
17877,udp,9
43639,tcp,8
13969,udp,14
9997,udp,10
44843,tcp,10
53060,udp,8
13177,icmp,5
46123,tcp,13
8501,icmp,9
10375,udp,13
60276,icmp,9
549,tcp,14
14238,icmp,11
39344,udp,11
46173,tcp,12
34199,icmp,14
47861,tcp,6
25687,icmp,17
8231,icmp,8
4603,udp,9
56897,icmp,9
43501,tcp,8
9194,tcp,12
15569,icmp,13
26854,udp,10
56478,udp,17
23079,tcp,6
27280,tcp,9
39416,udp,8
38203,tcp,11
10067,udp,10
48735,udp,11
45359,udp,8
36003,udp,11
67,tcp,10
47381,icmp,15
711,tcp,12
60591,udp,10
59298,icmp,9
13481,udp,17
59047,tcp,12
45621,tcp,7
8994,icmp,9
52037,udp,18
22956,udp,10
16787,tcp,10
62376,tcp,11
24754,udp,14
35627,tcp,8
33796,udp,8
56372,icmp,11
54952,tcp,10
26556,tcp,9
54763,udp,5
57893,udp,10
20889,tcp,9
48751,icmp,10
13475,icmp,9
8573,tcp,11
6379,tcp,10
26829,tcp,15
64339,icmp,8
55824,udp,14
36917,tcp,4
33475,tcp,11
14994,udp,13
31126,udp,10
60388,udp,13
47125,udp,7
5263,udp,10
40242,udp,5
3419,udp,14
30752,icmp,11
8715,udp,13
40252,tcp,4
4976,icmp,14
5845,icmp,15
1305,icmp,10
19830,icmp,8
52523,icmp,10
61176,tcp,12
57367,icmp,9
58222,icmp,14
21836,icmp,12
39567,udp,11
49239,udp,7
18573,udp,7
64186,icmp,8
59388,tcp,13
31994,udp,11
8961,tcp,8
54814,tcp,11
46654,udp,10
46626,udp,9
5410,icmp,8
53110,udp,8
5884,tcp,15
26136,tcp,7
57585,udp,9
26137,icmp,10
16685,icmp,9
26819,icmp,13
64362,icmp,8
33767,udp,12
256,icmp,6
36642,udp,8
17234,tcp,9
16618,icmp,14
47756,udp,8
475,tcp,6
56192,tcp,14
25490,icmp,11
57884,udp,7
40600,tcp,17
14605,tcp,8
1810,tcp,9
8421,tcp,13
28167,tcp,10
23126,udp,7
23874,tcp,11
7228,icmp,13
543,tcp,6
3120,tcp,14
54500,udp,12
61061,tcp,9
11104,udp,11
19440,icmp,14
22360,tcp,9
49750,tcp,9
55924,tcp,10
28392,tcp,14
28207,tcp,8
34333,tcp,12
33377,icmp,6
18858,udp,11
60087,icmp,8
45656,icmp,7
18656,udp,8
47244,tcp,12
37468,tcp,9
39402,udp,17
62621,tcp,9
53276,tcp,5
39196,udp,9
30901,icmp,9
58582,icmp,11
59465,tcp,13
29610,udp,13
11390,tcp,16
13402,tcp,5
59386,icmp,6
12993,icmp,6
63845,icmp,8
46894,icmp,13
24873,icmp,6
24908,udp,14
33600,tcp,11
10551,udp,11
9424,icmp,9
49582,udp,8
25361,tcp,5
18339,tcp,15
62734,udp,9
3712,udp,7
29078,udp,13
48468,icmp,12
24670,tcp,15
18410,icmp,13
5024,tcp,9
13039,icmp,14
1355,udp,6
2850,icmp,13
60363,udp,11
17367,icmp,11
37359,udp,4
62552,icmp,8
35511,icmp,11
57834,icmp,12
36171,udp,14
14418,tcp,12
28092,tcp,5
57024,tcp,12
23053,icmp,6
18367,icmp,9
17200,udp,12
25025,udp,8
22245,tcp,13
11752,udp,13
23504,tcp,13
49248,tcp,7
32691,icmp,7
54360,udp,13
6129,icmp,10
48068,udp,10
21834,udp,8
57869,icmp,11
63264,icmp,12
21715,tcp,11
32761,tcp,9
37041,tcp,11
51327,tcp,9
64818,icmp,9
37691,icmp,10
6473,udp,9
59170,tcp,9
56585,udp,10
36734,udp,10
62613,udp,7
57661,icmp,9
58693,icmp,8
6294,icmp,7
33806,icmp,5
25522,icmp,11
24338,tcp,8
61836,icmp,9
61458,tcp,11
11372,icmp,10
20487,tcp,7
64040,udp,11
35500,tcp,18
38267,udp,12
44147,icmp,11
19645,udp,13
4846,udp,8
20175,tcp,15
2020,udp,12
44331,icmp,7
62083,tcp,9
38305,udp,9
32456,tcp,11
46216,icmp,9
62359,tcp,7
48486,icmp,8
33768,udp,15
48480,icmp,11
62339,udp,12
39821,udp,10
7394,tcp,10
28750,udp,7
19847,tcp,7
26690,tcp,6
25635,udp,7
44000,tcp,10
2137,tcp,6
24905,tcp,9
1555,tcp,8
53205,udp,12
34153,udp,10
62023,udp,12
50227,udp,11
19707,udp,10
46238,icmp,8
56,udp,9
53079,udp,8
14082,udp,9
55533,tcp,10
1269,tcp,10
7433,udp,10
65080,tcp,14
42280,tcp,9
16635,tcp,10
48611,tcp,6
62390,udp,8
62820,tcp,5
31347,udp,9
54577,tcp,13
52271,udp,13
25470,udp,17
36953,tcp,7
1068,tcp,15
54835,icmp,7
40347,udp,8
23991,udp,8
27362,icmp,12
48169,udp,7
64866,icmp,12
24410,tcp,8
14270,icmp,8
18563,tcp,13
60167,tcp,7
8902,udp,5
9241,icmp,16
21228,tcp,12
47645,tcp,10
16869,tcp,11
32603,icmp,7
21746,tcp,13
49146,tcp,16
22914,udp,8
17790,udp,9
44342,icmp,11
25216,udp,11
28187,udp,12
58977,udp,11
30931,udp,7
45299,tcp,13
61967,icmp,8
27430,tcp,9
28078,udp,10
34520,tcp,12
5123,tcp,9
50494,icmp,9
45928,tcp,11
566,udp,13
42813,udp,10
43705,icmp,13
17905,icmp,7
24725,udp,11
46732,tcp,11
43399,icmp,8
39535,tcp,12
8076,udp,10
14474,udp,14
1451,icmp,7
36732,udp,12
44358,tcp,11
27354,tcp,12
58418,udp,7
40438,tcp,10
10742,udp,10
61251,icmp,10
4477,tcp,11
51781,icmp,11
63082,icmp,7
6944,udp,10
30716,udp,9
52161,udp,16
17144,udp,9
41540,tcp,20
57173,tcp,10
32247,udp,19
33881,tcp,8
56996,tcp,5
4838,tcp,9
39169,udp,11
31932,icmp,6
39267,icmp,12
37357,tcp,11
37557,icmp,8
14628,udp,8
10590,icmp,10
46652,udp,14
18933,icmp,11
23164,icmp,8
8595,tcp,6
43516,tcp,14
5372,tcp,10
44853,tcp,7
2353,tcp,12
56500,tcp,5
27658,tcp,11
9300,udp,10
12066,icmp,10
35285,udp,11
63619,tcp,10
6442,tcp,11
32225,tcp,11
24331,icmp,8
24868,tcp,4
36111,icmp,4
56956,tcp,10
44912,icmp,19
23416,udp,9
8291,tcp,9
47989,udp,13
26463,udp,7
4437,tcp,8
65491,udp,10
48293,tcp,13
33136,icmp,6
41822,udp,11
38743,udp,5
28192,tcp,10
13914,icmp,10
11901,icmp,11
10543,tcp,18
10271,udp,11
13153,icmp,13
29991,icmp,8
27952,tcp,8
50251,udp,9
65284,icmp,11
62875,udp,14
8287,udp,10
50979,icmp,12
19270,icmp,10
10049,udp,6
56726,tcp,11
88,tcp,8
63532,udp,9
53754,icmp,11
41856,tcp,8
36215,udp,7
59071,tcp,11
14059,udp,7
14457,icmp,5
33812,tcp,10
46995,icmp,5
12520,icmp,15
65300,udp,8
41029,udp,15
3083,udp,9
44150,icmp,7
62859,udp,10
7791,tcp,11
30958,tcp,6
36939,udp,7
5570,tcp,10
38037,udp,12
30468,icmp,14
27460,tcp,15
9760,icmp,7
8302,tcp,7
33830,tcp,6
4807,udp,7
53412,udp,12
51491,icmp,13
16430,icmp,12
28242,udp,10
28064,tcp,17
48164,udp,7
23323,udp,6
47840,udp,8
32046,tcp,16
45653,tcp,16
57550,icmp,13
38335,icmp,11
1213,udp,10
52279,icmp,8
47064,udp,6
18535,icmp,15
15535,tcp,11
20472,icmp,5
3991,tcp,14
26261,icmp,13
28528,icmp,8
64502,tcp,8
37171,icmp,9
26878,tcp,10
909,udp,16
48124,udp,8
14002,tcp,15
43984,tcp,10
59041,icmp,11
60028,icmp,9
19135,icmp,7
34560,tcp,8
53692,tcp,11
8903,icmp,7
59829,udp,6
47189,udp,12
57273,tcp,10
9154,icmp,6
12163,tcp,15
9990,icmp,14
50116,icmp,6
30909,tcp,10
39453,udp,12
4768,icmp,9
13828,icmp,13
6634,udp,6
12395,icmp,12
31198,icmp,11
60054,tcp,13
8844,tcp,17
24434,icmp,12
61360,tcp,6
1094,tcp,12
58701,udp,5
44017,icmp,9
30426,icmp,8
60625,icmp,12
45830,tcp,10
18108,icmp,15
57731,udp,11
43744,udp,12
12044,tcp,7
36595,icmp,8
38576,udp,10
14863,icmp,9
12368,icmp,5
19825,icmp,8
35482,tcp,10
18878,tcp,10
56598,icmp,9
61998,icmp,9
61374,udp,7
27224,tcp,10
6444,tcp,7
32097,udp,12
52872,udp,6
1304,icmp,12
42392,tcp,9
13386,udp,9
28586,udp,13
30209,icmp,7
64231,udp,10
36484,tcp,10
6987,icmp,9
12819,udp,7
43249,icmp,9
30749,tcp,4
8077,tcp,8
44173,udp,9
44375,tcp,16
43938,icmp,10
25875,tcp,10
30082,udp,11
7449,icmp,13
54051,tcp,4
62333,udp,10
38044,tcp,9
38550,udp,12
58269,tcp,14
20062,tcp,7
49567,tcp,8
34970,udp,8
36066,udp,11
29669,udp,11
31461,udp,10
53188,udp,11
51557,tcp,10
60345,udp,12
46011,icmp,12
32359,tcp,3
22873,udp,11
4445,udp,10
38228,udp,13
2353,udp,12
45261,icmp,11
21346,tcp,12
33499,udp,16
23333,icmp,9
40397,udp,13
54947,icmp,13
12239,tcp,10
15659,tcp,7
53119,tcp,11
39470,icmp,11
4387,tcp,7
29535,tcp,6
11566,tcp,5
26948,icmp,11
2718,udp,11
15078,tcp,5
23597,udp,12
26036,udp,11
57151,icmp,9
21629,icmp,6
64874,tcp,7
2083,udp,5
35948,udp,15
46354,tcp,8
20757,tcp,12
23546,udp,7
36710,tcp,9
64438,tcp,8
23871,tcp,9
22784,icmp,8
31846,icmp,6
8879,udp,10
61277,icmp,10
40243,udp,15
40814,tcp,8
45094,udp,9
568,tcp,13
57099,icmp,10
36578,udp,9
6501,udp,9
16643,udp,13
18038,tcp,10
59974,icmp,13
47337,udp,12
4772,tcp,10
52287,tcp,10
7978,udp,9
21146,icmp,11
5210,icmp,10
43177,udp,10
25628,icmp,8
18666,icmp,10
38895,udp,6
36488,udp,11
50365,icmp,7
2535,tcp,10
54163,tcp,7
12296,udp,10
48538,tcp,8
36156,tcp,9
21502,tcp,7
18731,tcp,9
11276,udp,12
9501,icmp,7
305,icmp,10
54401,tcp,5
14218,tcp,14
32412,tcp,9
1189,tcp,9
7419,udp,10
61945,udp,9
5172,icmp,21
25170,tcp,12
36342,udp,6
6445,udp,9
38602,udp,15
57139,tcp,18
989,icmp,17
50119,tcp,4
61266,icmp,12
11751,udp,14
11137,udp,10
10869,icmp,11
64343,tcp,10
18808,udp,9
6594,icmp,7
52871,udp,10
48847,tcp,11
31175,tcp,13
42549,udp,7
25632,udp,8
63982,udp,8
31606,tcp,14
17958,tcp,7
16691,icmp,5
41832,udp,10
8625,tcp,11
61125,icmp,9
8792,icmp,15
8424,udp,12
35926,icmp,15
56936,udp,13
3394,udp,10
1705,tcp,8
52344,udp,9
52389,icmp,8
59606,icmp,10
2572,udp,7
35139,udp,8
665,icmp,8
1491,tcp,13
33215,udp,10
63735,icmp,8
58736,tcp,11
55189,icmp,10
42344,icmp,11
5235,icmp,11
20117,udp,10
51470,udp,12
45748,tcp,15
59799,icmp,6
8545,udp,8
19587,icmp,10
63407,tcp,6
22510,udp,14
58295,udp,12
37707,icmp,12
34548,udp,7
63196,tcp,8
29786,icmp,13
15496,udp,14
59090,icmp,8
37408,tcp,16
35037,icmp,5
30119,tcp,9
50949,tcp,9
9509,icmp,6
16037,udp,9
21548,udp,16
6602,tcp,14
45547,tcp,11
49450,tcp,12
45881,tcp,9
43053,tcp,7
60020,icmp,11
18830,tcp,12
11238,tcp,7
54076,udp,9
49471,udp,9
65049,tcp,9
16276,udp,10
57837,udp,7
59687,udp,7
58694,tcp,8
23915,icmp,14
13824,udp,10
38624,udp,10
23919,icmp,13
6164,udp,6
11043,udp,8
31235,udp,17
16245,icmp,11
12693,udp,11
38749,udp,8
60821,tcp,7
660,udp,7
32072,tcp,12
51741,udp,7
7698,icmp,6
33550,udp,4
57051,udp,11
55135,icmp,15
22259,icmp,8
24055,udp,5
22887,udp,8
42318,icmp,11
53154,tcp,10
63293,icmp,8
32180,tcp,10
4419,icmp,6
42099,icmp,10
33146,udp,9
14451,udp,11
3042,icmp,11
64406,tcp,10
23734,udp,7
21528,udp,14
56211,icmp,13
64115,udp,16
43461,udp,12
52422,icmp,5
36904,udp,12
37958,icmp,8
22933,udp,14
25978,icmp,11
57834,udp,13
24673,tcp,10
24786,icmp,8
1374,udp,7
18419,tcp,12
55393,icmp,6
45190,udp,5
2757,tcp,6
20782,icmp,8
53283,icmp,9
2913,udp,12
43233,icmp,9
59950,tcp,9
17271,udp,13
26985,udp,13
24364,tcp,12
33636,tcp,14
40459,icmp,9
53461,udp,3
9852,udp,11
50978,udp,11
54380,udp,6
51991,tcp,12
13000,tcp,12
53661,icmp,6
15380,icmp,15
4726,tcp,9
35176,icmp,6
46554,icmp,13
29542,udp,7
4101,icmp,12
52711,icmp,14
50786,icmp,10
11201,tcp,17
59966,udp,9
6895,udp,16
34572,icmp,9
361,icmp,10
19054,icmp,9
32796,udp,13
40340,tcp,10
10895,icmp,9
36134,udp,9
23004,tcp,9
57288,icmp,6
9888,tcp,5
45179,tcp,12
45580,udp,10
60686,icmp,16
41579,icmp,6
65501,icmp,5
64216,udp,8
44716,tcp,11
26428,tcp,9
26220,udp,10
28447,udp,9
47236,tcp,6
187,tcp,15
63739,tcp,13
12801,icmp,9
1799,tcp,13
12259,icmp,11
7016,tcp,11
7610,tcp,8
12880,tcp,19
53064,icmp,11
49922,icmp,12
53703,udp,12
22993,icmp,6
49390,udp,8
57868,tcp,12
62951,tcp,12
20826,icmp,10
15408,icmp,9
32413,udp,10
53290,icmp,10
43459,tcp,7
50455,udp,8
21329,tcp,10
17090,udp,11
30759,icmp,5
25227,udp,6
11459,tcp,12
34177,tcp,15
20654,tcp,8
40131,tcp,5
40692,icmp,12
32134,tcp,15
37157,icmp,7
16338,tcp,6
14790,icmp,10
1158,tcp,6
137,udp,10
7746,udp,8
55225,icmp,8
32355,udp,7
45996,tcp,9
44426,udp,5
43081,tcp,10
46715,tcp,11
17426,udp,8
43280,udp,11
58408,icmp,14
58880,udp,13
38250,udp,9
17357,udp,6
5227,tcp,11
32387,tcp,8
29848,udp,9
58276,tcp,14
11307,udp,11
51283,udp,10
16291,udp,8
6800,tcp,12
34622,tcp,9
52764,tcp,13
12533,tcp,12
32723,icmp,8
41052,tcp,13
21985,tcp,8
25159,udp,8
20095,udp,12
20180,udp,8
11293,udp,9
59021,tcp,7
19659,udp,12
38711,tcp,11
6733,udp,16
20424,icmp,13
26999,tcp,10
10086,tcp,10
41607,udp,11
36324,tcp,11
32386,udp,8
546,udp,8
42923,tcp,13
17097,udp,11
1148,tcp,6
52592,tcp,11
6888,icmp,11
21231,udp,8
48432,icmp,12
51513,tcp,5
26684,udp,7
63201,tcp,10
38670,icmp,10
23133,tcp,9
27379,udp,11
31107,icmp,14
58814,udp,10
26229,tcp,12
1256,tcp,6
