dstport,protocol,tag
41764,tcp,sv_P1
15653,icmp,sv_P3
17563,udp,sv_P4
1304,icmp,sv_P5
48561,udp,email
57718,udp,sv_P3
48747,icmp,sv_P5
12993,icmp,email
53293,icmp,email
63316,udp,sv_P5
19770,icmp,sv_P1
59679,icmp,sv_P2
39933,icmp,sv_P3
55851,tcp,sv_P3
62818,udp,sv_P5
27195,tcp,sv_P1
28370,tcp,sv_P1
47862,udp,sv_P4
39896,icmp,sv_P5
40036,tcp,sv_P1
49684,udp,email
62369,udp,sv_P4
7016,tcp,sv_P3
1411,tcp,sv_P1
24505,tcp,sv_P2
10885,tcp,sv_P2
8408,icmp,sv_P2
48813,udp,sv_P3
41511,tcp,sv_P3
59964,tcp,sv_P4
3910,udp,sv_P2
44716,tcp,sv_P2
35767,icmp,sv_P5
25113,icmp,sv_P5
20472,icmp,sv_P1
56883,udp,email
2181,tcp,email
19390,tcp,email
7593,udp,sv_P4
65057,icmp,sv_P2
13402,tcp,sv_P5
41347,tcp,sv_P1
8062,tcp,sv_P3
61277,icmp,sv_P1
40438,tcp,sv_P2
17585,icmp,sv_P5
13818,tcp,sv_P4
1572,tcp,email
4200,udp,sv_P5
60292,icmp,sv_P3
61266,icmp,sv_P5
59993,icmp,sv_P4
10551,udp,sv_P2
38565,tcp,sv_P1
16318,udp,email
53914,icmp,email
20565,tcp,sv_P4
62741,udp,sv_P1
26270,tcp,sv_P2
50943,udp,sv_P2
2282,icmp,email
64497,tcp,sv_P5
62735,udp,sv_P4
19902,tcp,sv_P5
12693,udp,sv_P5
325,udp,sv_P1
34177,tcp,email
53154,tcp,sv_P2
11752,udp,sv_P1
61945,udp,email
51283,udp,email
47289,udp,sv_P4
21146,icmp,sv_P2
44451,tcp,sv_P4
33561,tcp,sv_P1
7501,udp,sv_P3
56827,tcp,email
57953,udp,sv_P5
24910,icmp,email
44483,icmp,sv_P3
22612,icmp,sv_P5
60365,udp,sv_P2
18272,udp,sv_P3
45299,tcp,email
45715,udp,sv_P4
39469,udp,sv_P2
846,icmp,sv_P4
47787,icmp,email
5005,icmp,sv_P2
25635,udp,sv_P4
51688,udp,sv_P1
17104,icmp,email
50726,icmp,sv_P2
35625,icmp,sv_P2
8436,icmp,sv_P5
27367,tcp,sv_P2
549,tcp,email
19467,tcp,sv_P4
19762,udp,sv_P1
30577,tcp,sv_P4
3038,icmp,sv_P5
44974,icmp,email
55972,icmp,sv_P2
54607,udp,email
238,tcp,sv_P1
13129,tcp,sv_P2
53089,tcp,sv_P1
50823,tcp,email
49085,icmp,sv_P3
1869,tcp,sv_P3
64033,udp,sv_P2
24524,tcp,sv_P3
60315,tcp,sv_P2
30697,tcp,sv_P3
6492,udp,sv_P2
60000,tcp,sv_P2
36197,tcp,email
26829,tcp,sv_P2
16787,tcp,sv_P1
39525,udp,sv_P2
36099,udp,sv_P1
2901,tcp,sv_P3
2494,tcp,sv_P4
54351,udp,email
59587,icmp,sv_P4
11399,udp,sv_P4
5046,udp,sv_P2
5643,tcp,email
11128,udp,sv_P3
51913,udp,sv_P2
60821,tcp,sv_P4
15651,icmp,sv_P4
35481,icmp,sv_P2
61711,udp,sv_P1
28004,icmp,email
46483,udp,sv_P4
44715,icmp,sv_P4
3435,icmp,sv_P4
30209,icmp,email
7019,tcp,sv_P3
49465,icmp,sv_P2
22705,tcp,sv_P5
58513,icmp,sv_P4
28128,udp,sv_P2
43591,icmp,sv_P4
20381,icmp,email
64479,udp,sv_P3
27093,tcp,sv_P4
27294,tcp,sv_P1
31472,tcp,sv_P2
8784,tcp,sv_P4
7850,icmp,sv_P3
18809,udp,sv_P2
53388,icmp,sv_P5
64818,icmp,sv_P4
56374,icmp,sv_P3
18660,tcp,sv_P4
4815,udp,sv_P3
50720,icmp,sv_P1
28853,icmp,sv_P3
25059,udp,sv_P2
58811,udp,sv_P1
31767,tcp,email
2353,tcp,sv_P1
55337,tcp,sv_P2
13386,udp,sv_P3
65160,tcp,sv_P3
31327,udp,sv_P2
12853,udp,sv_P5
26217,tcp,sv_P3
42355,icmp,sv_P2
37041,tcp,sv_P4
39043,tcp,sv_P5
47170,tcp,email
42313,icmp,sv_P4
61674,tcp,sv_P4
15219,icmp,sv_P1
22966,tcp,sv_P2
54170,udp,sv_P3
54723,udp,sv_P3
32097,udp,sv_P3
25490,icmp,email
14034,icmp,sv_P5
57473,udp,sv_P5
28565,tcp,sv_P1
23410,icmp,sv_P3
21915,icmp,sv_P3
13729,icmp,email
44418,udp,sv_P5
36337,udp,sv_P1
49390,udp,email
24204,udp,sv_P4
63112,icmp,sv_P3
42923,tcp,sv_P4
11137,udp,sv_P1
55950,udp,email
14356,icmp,sv_P3
19916,tcp,sv_P2
49791,tcp,sv_P4
14363,tcp,sv_P1
51103,icmp,sv_P5
29594,tcp,email
37792,icmp,email
11841,udp,sv_P5
43962,tcp,email
50179,udp,sv_P3
57293,udp,sv_P2
18919,udp,sv_P5
9558,tcp,sv_P5
46594,udp,sv_P3
37095,tcp,sv_P3
8084,icmp,sv_P4
31126,udp,sv_P3
13724,icmp,sv_P3
46909,udp,sv_P5
28174,icmp,sv_P5
48648,udp,sv_P2
44709,tcp,sv_P5
35910,udp,sv_P5
46524,icmp,sv_P5
8077,tcp,sv_P4
38544,icmp,sv_P5
23206,tcp,sv_P3
34908,udp,sv_P5
60388,udp,sv_P5
11955,udp,sv_P5
57663,icmp,sv_P5
25794,icmp,sv_P3
10583,tcp,sv_P5
21301,icmp,sv_P5
52759,udp,sv_P4
3593,icmp,sv_P4
4063,tcp,sv_P2
58309,udp,email
41490,tcp,sv_P5
31347,udp,sv_P1
12553,tcp,sv_P4
12143,icmp,sv_P2
48382,udp,sv_P3
61288,tcp,email
21629,icmp,sv_P5
34153,udp,sv_P2
9283,icmp,sv_P4
25351,icmp,sv_P1
17905,icmp,sv_P3
8707,icmp,email
8573,tcp,sv_P1
12292,udp,sv_P5
54122,tcp,sv_P4
65491,udp,sv_P1
43984,tcp,sv_P1
58089,tcp,sv_P1
9568,icmp,email
7394,tcp,sv_P3
4984,icmp,sv_P2
24390,icmp,email
47506,tcp,sv_P1
52139,icmp,sv_P5
48068,udp,sv_P4
36948,udp,email
57837,udp,sv_P3
61787,tcp,sv_P1
27713,icmp,sv_P1
20858,udp,sv_P1
10770,udp,sv_P5
2735,udp,sv_P4
6015,icmp,sv_P2
52551,icmp,sv_P4
64216,udp,sv_P2
29791,udp,sv_P1
57991,icmp,sv_P4
24434,icmp,sv_P3
7966,icmp,sv_P1
10994,icmp,sv_P1
31706,icmp,sv_P1
49696,icmp,sv_P4
6609,icmp,email
61214,icmp,sv_P3
25159,udp,sv_P4
2252,tcp,sv_P5
3490,icmp,sv_P1
34567,tcp,sv_P1
1115,udp,email
25965,tcp,sv_P2
46277,tcp,sv_P4
28773,icmp,sv_P4
23915,icmp,sv_P5
59061,udp,sv_P3
65446,icmp,sv_P4
31807,udp,sv_P2
17191,icmp,sv_P4
62264,tcp,sv_P3
18830,tcp,sv_P5
63101,udp,sv_P4
34182,icmp,sv_P2
11265,tcp,sv_P2
46815,tcp,email
35898,udp,email
47645,tcp,email
45142,icmp,sv_P2
19770,udp,sv_P5
57528,icmp,sv_P4
31154,icmp,sv_P5
38250,udp,sv_P2
34548,udp,sv_P3
57952,udp,sv_P4
20265,icmp,sv_P4
48611,tcp,email
32383,tcp,sv_P4
20058,icmp,sv_P3
6027,tcp,sv_P1
33270,tcp,sv_P4
64264,tcp,sv_P2
2526,tcp,sv_P2
37076,udp,sv_P1
31583,icmp,sv_P4
37892,udp,sv_P1
60603,tcp,email
5884,tcp,sv_P2
8094,udp,sv_P4
50968,tcp,sv_P3
11293,udp,sv_P5
33422,udp,email
65261,udp,email
8424,udp,sv_P4
12031,udp,sv_P5
11849,udp,sv_P4
52252,udp,email
3894,tcp,sv_P2
48892,udp,sv_P3
15804,udp,email
17054,udp,sv_P5
54301,icmp,sv_P4
41375,udp,sv_P3
41458,udp,sv_P2
62126,udp,sv_P5
5663,icmp,sv_P1
38429,icmp,sv_P4
12221,udp,sv_P2
1705,tcp,sv_P3
52747,icmp,sv_P1
5664,udp,sv_P1
37615,udp,sv_P3
60716,udp,email
39793,udp,email
46715,icmp,sv_P5
8395,icmp,sv_P2
52674,tcp,sv_P4
52864,icmp,sv_P2
59328,udp,sv_P3
63201,tcp,sv_P2
62405,icmp,email
37235,icmp,email
59571,tcp,sv_P2
37857,udp,sv_P4
53128,tcp,sv_P1
21558,tcp,sv_P3
25700,icmp,sv_P4
56294,icmp,sv_P5
37112,icmp,sv_P5
19844,icmp,sv_P2
10347,udp,sv_P3
12204,tcp,sv_P4
49226,tcp,sv_P3
48538,tcp,sv_P2
47562,icmp,sv_P5
67,tcp,sv_P4
184,tcp,email
60085,icmp,sv_P1
61360,tcp,sv_P4
49234,icmp,sv_P3
16685,icmp,email
58298,udp,sv_P1
49968,tcp,sv_P3
53415,udp,sv_P2
41953,icmp,email
14994,udp,sv_P1
43063,tcp,sv_P3
56192,tcp,sv_P3
34088,tcp,sv_P1
12382,icmp,sv_P1
57687,udp,sv_P2
21071,udp,sv_P3
32586,udp,sv_P1
7235,tcp,sv_P5
15711,tcp,sv_P1
38656,icmp,email
57156,icmp,sv_P3
11831,icmp,sv_P4
36740,tcp,sv_P3
6174,udp,sv_P1
63725,tcp,sv_P4
34400,udp,sv_P4
34341,udp,email
17407,udp,sv_P1
6480,icmp,sv_P5
25856,tcp,sv_P1
63657,icmp,sv_P2
39344,udp,sv_P4
7917,udp,sv_P2
10211,icmp,sv_P2
48070,udp,sv_P2
36134,udp,sv_P4
39574,icmp,sv_P3
34377,tcp,email
59799,udp,sv_P5
6968,udp,sv_P3
6129,icmp,sv_P4
28546,tcp,sv_P5
18977,icmp,sv_P3
47697,icmp,sv_P4
49737,udp,sv_P1
9852,udp,sv_P4
21070,icmp,sv_P1
23333,icmp,email
2611,icmp,sv_P1
18162,tcp,sv_P1
40384,icmp,sv_P4
46732,tcp,sv_P2
12102,udp,sv_P1
31107,icmp,sv_P3
7434,tcp,sv_P5
49248,tcp,sv_P3
20789,icmp,sv_P4
61961,tcp,email
15865,udp,sv_P1
44798,udp,sv_P3
9470,udp,email
9136,udp,email
27443,tcp,sv_P5
33439,icmp,sv_P2
11906,icmp,sv_P1
21853,tcp,sv_P1
19214,udp,sv_P4
5652,icmp,email
37140,tcp,sv_P1
45046,tcp,sv_P1
21724,tcp,email
65300,udp,sv_P3
88,tcp,sv_P3
61967,icmp,sv_P3
49666,udp,sv_P2
43241,icmp,sv_P4
3170,icmp,sv_P2
44671,tcp,sv_P2
41615,tcp,sv_P2
25154,udp,sv_P5
22806,icmp,sv_P3
36702,udp,sv_P4
4986,icmp,sv_P1
61882,tcp,sv_P4
64248,tcp,email
8651,tcp,email
4477,tcp,sv_P1
18568,tcp,sv_P4
64744,tcp,sv_P2
41272,tcp,sv_P5
60380,udp,sv_P3
59086,udp,sv_P4
21829,icmp,sv_P4
12044,tcp,sv_P2
13029,icmp,sv_P5
11751,udp,email
64152,icmp,sv_P1
59347,udp,sv_P5
13969,udp,sv_P5
63812,udp,sv_P5
16320,udp,sv_P1
6524,icmp,sv_P4
54500,udp,sv_P4
15529,icmp,sv_P1
42537,icmp,sv_P3
51242,icmp,sv_P2
8389,tcp,sv_P5
55083,tcp,sv_P1
42382,icmp,sv_P3
61026,icmp,sv_P1
42165,icmp,sv_P3
52270,icmp,sv_P3
15557,tcp,email
29403,tcp,sv_P2
61725,icmp,email
29835,tcp,sv_P2
35179,tcp,sv_P1
1569,udp,sv_P4
18690,tcp,sv_P3
2509,tcp,sv_P5
6501,udp,sv_P2
19676,tcp,sv_P5
23871,tcp,sv_P5
58693,icmp,sv_P4
38550,tcp,sv_P3
56444,tcp,sv_P2
64825,icmp,sv_P4
30402,udp,sv_P3
11565,udp,sv_P5
54638,icmp,sv_P1
8359,tcp,sv_P1
37350,tcp,sv_P5
14781,tcp,sv_P3
61664,tcp,sv_P1
63178,tcp,email
55057,tcp,sv_P4
54099,tcp,sv_P1
62792,icmp,sv_P5
25632,icmp,sv_P2
19825,icmp,sv_P5
6253,icmp,sv_P3
57208,icmp,sv_P5
56129,tcp,sv_P5
46995,icmp,email
58454,udp,sv_P5
43280,udp,sv_P3
27824,tcp,sv_P1
4013,icmp,sv_P3
41663,icmp,sv_P5
59902,icmp,email
43623,tcp,sv_P1
56459,icmp,email
13429,tcp,sv_P3
61432,icmp,sv_P2
56665,udp,sv_P3
25909,tcp,sv_P5
27039,tcp,sv_P5
7991,icmp,sv_P2
7063,icmp,sv_P5
12318,udp,sv_P3
40429,icmp,sv_P4
15820,tcp,email
7438,icmp,sv_P1
23597,udp,sv_P5
13619,tcp,sv_P5
45547,tcp,sv_P2
14315,icmp,sv_P5
41071,tcp,email
60092,udp,sv_P4
30931,udp,sv_P2
53226,udp,sv_P5
12527,icmp,sv_P1
10372,tcp,sv_P3
19643,tcp,sv_P2
9683,udp,sv_P4
55924,tcp,sv_P5
21028,tcp,email
7228,icmp,sv_P3
1052,tcp,sv_P3
62511,icmp,email
7303,udp,email
32760,udp,email
20059,udp,email
45240,tcp,sv_P5
22411,tcp,sv_P2
62629,udp,sv_P3
45320,udp,sv_P3
11060,tcp,sv_P5
57893,udp,sv_P5
62024,tcp,sv_P3
36484,tcp,sv_P4
19847,tcp,email
45320,icmp,sv_P4
45104,tcp,sv_P1
25118,tcp,sv_P1
16825,udp,email
37803,icmp,sv_P5
59652,udp,sv_P4
45882,tcp,sv_P4
26866,tcp,sv_P2
41627,udp,email
9154,icmp,sv_P2
65201,icmp,sv_P5
33334,icmp,sv_P2
13815,icmp,sv_P4
8863,udp,sv_P4
47567,icmp,email
39889,icmp,sv_P2
39778,tcp,sv_P4
45143,tcp,sv_P2
19527,udp,sv_P1
35041,udp,sv_P2
36555,udp,sv_P3
18419,tcp,sv_P3
57064,udp,sv_P2
24884,icmp,sv_P4
13510,udp,sv_P3
42344,icmp,sv_P3
23294,udp,sv_P4
29087,udp,sv_P2
21667,udp,sv_P4
15245,tcp,sv_P2
21363,tcp,sv_P4
33998,tcp,sv_P2
59603,udp,sv_P3
6800,tcp,sv_P4
15325,icmp,sv_P1
6504,udp,sv_P3
13625,icmp,sv_P3
28127,tcp,sv_P5
22764,tcp,sv_P4
38198,udp,sv_P3
64883,udp,sv_P5
59684,tcp,sv_P3
61241,udp,sv_P1
3472,udp,email
58635,icmp,email
1998,tcp,email
36437,udp,sv_P4
11043,udp,sv_P4
46247,udp,sv_P1
44843,tcp,sv_P1
45881,tcp,sv_P1
42757,icmp,sv_P2
30426,icmp,sv_P4
56067,udp,sv_P3
52344,udp,sv_P4
37100,udp,sv_P3
39821,udp,sv_P2
4386,tcp,sv_P1
49220,icmp,sv_P1
37268,tcp,sv_P2
30048,udp,sv_P2
3800,udp,sv_P5
38548,udp,sv_P5
43705,icmp,sv_P2
55234,udp,email
18312,icmp,sv_P2
3738,udp,sv_P3
39572,icmp,sv_P1
22253,tcp,sv_P1
41029,udp,sv_P5
42847,udp,sv_P3
13661,udp,email
10793,tcp,sv_P2
41058,udp,sv_P3
48046,tcp,email
62440,tcp,email
60928,tcp,sv_P3
2481,udp,sv_P2
38602,udp,sv_P1
885,tcp,sv_P1
3803,tcp,sv_P1
50885,udp,sv_P2
21246,udp,email
61125,icmp,sv_P2
63642,tcp,sv_P4
14693,tcp,sv_P5
64046,udp,sv_P2
30100,udp,email
43639,icmp,sv_P4
15541,udp,sv_P3
6379,tcp,sv_P3
19620,udp,sv_P2
45656,icmp,sv_P4
30381,udp,sv_P5
7100,udp,email
45429,udp,sv_P3
60572,udp,sv_P1
34461,udp,sv_P1
27910,tcp,sv_P4
21979,tcp,sv_P1
22188,udp,sv_P3
16430,icmp,sv_P4
475,tcp,email
59742,udp,sv_P2
57550,icmp,sv_P5
34178,udp,sv_P4
53276,tcp,sv_P2
47587,tcp,sv_P2
17125,tcp,sv_P3
4305,udp,sv_P4
43772,tcp,sv_P1
51513,tcp,sv_P5
33658,tcp,sv_P2
40500,udp,sv_P1
3450,udp,sv_P1
56612,tcp,sv_P5
2936,icmp,sv_P2
46625,tcp,email
5627,icmp,sv_P3
13375,udp,sv_P4
4734,udp,sv_P2
19494,icmp,sv_P1
20143,tcp,sv_P2
13079,icmp,sv_P4
45618,icmp,sv_P2
2994,tcp,sv_P3
39686,icmp,sv_P4
44268,icmp,sv_P3
19554,udp,sv_P1
11276,udp,sv_P2
24123,tcp,sv_P5
13337,udp,email
64422,icmp,sv_P5
6075,tcp,sv_P2
30308,icmp,email
13484,udp,sv_P2
53524,udp,sv_P1
54360,udp,sv_P2
45961,icmp,sv_P2
65047,udp,sv_P5
63805,tcp,email
63688,udp,sv_P5
34893,udp,sv_P1
56119,udp,sv_P1
20962,icmp,email
53412,udp,sv_P1
56319,tcp,sv_P3
51328,icmp,sv_P5
56178,tcp,sv_P3
43634,udp,sv_P1
20216,tcp,sv_P1
5901,icmp,sv_P5
46895,tcp,sv_P4
31877,udp,email
43684,icmp,sv_P4
24308,udp,sv_P5
4768,udp,sv_P2
62430,icmp,sv_P3
22109,icmp,email
62875,udp,sv_P3
51163,tcp,sv_P5
36288,icmp,sv_P1
32379,tcp,sv_P1
27144,icmp,email
831,tcp,sv_P1
26730,icmp,sv_P1
42519,icmp,sv_P4
56804,tcp,sv_P1
13914,icmp,email
6998,tcp,sv_P2
44342,icmp,sv_P4
40866,udp,sv_P3
4974,udp,sv_P5
56992,tcp,sv_P4
39442,icmp,sv_P1
5479,udp,email
12406,tcp,email
22314,tcp,sv_P1
9328,udp,sv_P5
7569,icmp,sv_P3
15037,tcp,sv_P2
53250,udp,sv_P3
48159,udp,sv_P5
3074,udp,sv_P4
11773,icmp,sv_P3
37089,udp,sv_P3
35482,tcp,sv_P3
41210,icmp,sv_P3
45868,udp,sv_P1
51023,udp,email
38225,udp,email
5329,tcp,email
49365,icmp,sv_P4
31175,tcp,sv_P5
51327,tcp,sv_P5
20303,udp,email
29673,udp,sv_P1
50558,tcp,sv_P2
16643,udp,sv_P2
3311,tcp,sv_P1
18149,udp,sv_P4
45639,tcp,sv_P5
54009,tcp,sv_P2
31786,udp,email
47192,tcp,sv_P1
14872,icmp,sv_P2
45503,udp,sv_P4
23540,tcp,email
24644,icmp,email
6586,tcp,sv_P1
29244,icmp,sv_P3
25485,icmp,sv_P2
51491,icmp,sv_P3
38044,tcp,sv_P5
57386,tcp,sv_P2
54081,icmp,sv_P2
43209,tcp,sv_P5
51526,udp,sv_P1
51614,udp,sv_P3
43027,tcp,sv_P4
65311,tcp,sv_P2
58711,tcp,sv_P1
36293,tcp,sv_P2
20386,tcp,sv_P5
59388,tcp,sv_P1
54187,udp,sv_P2
7147,udp,sv_P5
22668,tcp,sv_P5
63151,icmp,sv_P4
56233,icmp,sv_P4
42005,tcp,sv_P4
47216,udp,sv_P3
43121,udp,sv_P1
22125,icmp,email
26814,udp,sv_P2
13819,icmp,sv_P4
56726,tcp,sv_P3
28612,icmp,email
48734,udp,sv_P3
63813,icmp,sv_P2
52591,udp,sv_P1
18395,icmp,sv_P5
64930,udp,email
64185,icmp,sv_P2
17383,udp,sv_P5
33374,tcp,sv_P2
4458,tcp,sv_P5
15144,icmp,sv_P1
33222,tcp,sv_P1
23324,icmp,sv_P3
15523,udp,sv_P5
32984,icmp,sv_P1
10641,udp,sv_P1
62951,tcp,sv_P5
41270,udp,sv_P3
23584,udp,sv_P4
26168,icmp,email
38483,tcp,sv_P5
8455,udp,sv_P4
17200,udp,sv_P5
3712,udp,sv_P4
13549,tcp,sv_P2
58814,udp,sv_P2
11096,udp,sv_P2
24633,udp,sv_P2
36789,icmp,sv_P1
55876,udp,sv_P2
39685,udp,sv_P2
10738,icmp,sv_P2
42523,tcp,sv_P5
18131,udp,sv_P1
21050,udp,sv_P5
6548,udp,sv_P1
28520,icmp,sv_P4
50654,tcp,sv_P4
19270,icmp,sv_P5
56317,tcp,sv_P3
45014,icmp,sv_P5
27606,udp,sv_P2
57436,icmp,sv_P1
12085,udp,sv_P2
60312,udp,sv_P1
49848,tcp,sv_P3
50124,udp,email
54747,udp,sv_P1
20828,udp,sv_P4
36296,tcp,sv_P5
2110,tcp,sv_P4
33227,tcp,sv_P5
62739,tcp,sv_P4
53703,udp,sv_P1
10849,udp,sv_P3
25470,udp,sv_P1
52448,icmp,sv_P3
6458,udp,sv_P5
64348,icmp,sv_P2
54763,udp,sv_P1
16816,tcp,sv_P5
57407,udp,sv_P4
50797,icmp,sv_P2
881,icmp,sv_P2
19969,tcp,sv_P5
5877,udp,sv_P1
57151,icmp,sv_P2
49750,tcp,sv_P2
48198,tcp,email
61209,tcp,sv_P1
31577,tcp,sv_P4
13828,udp,sv_P3
28242,tcp,email
65352,udp,sv_P1
45566,icmp,sv_P1
21914,icmp,sv_P5
47332,tcp,sv_P4
2834,udp,email
21450,tcp,sv_P1
42431,icmp,sv_P1
30929,udp,sv_P5
54401,tcp,sv_P2
30383,icmp,sv_P5
15991,tcp,sv_P5
55855,icmp,sv_P2
44784,icmp,sv_P3
25537,tcp,sv_P3
137,udp,sv_P2
2921,udp,sv_P1
61912,icmp,sv_P1
31510,icmp,sv_P5
62581,udp,sv_P5
32796,udp,sv_P3
23079,tcp,sv_P4
16276,udp,sv_P4
26031,icmp,sv_P3
24495,udp,email
1213,udp,sv_P5
23969,udp,sv_P5
63335,tcp,sv_P1
532,udp,sv_P2
46100,tcp,email
56479,icmp,sv_P1
1478,tcp,sv_P1
25875,tcp,email
27280,tcp,sv_P4
40163,tcp,sv_P4
21606,tcp,sv_P3
33338,icmp,sv_P4
30269,tcp,sv_P5
7793,icmp,sv_P5
22691,tcp,sv_P5
15736,tcp,sv_P5
21986,tcp,email
64994,udp,sv_P5
62357,tcp,sv_P3
46145,icmp,sv_P5
32605,udp,sv_P5
51833,udp,sv_P4
24410,tcp,sv_P1
14457,icmp,sv_P1
31781,udp,sv_P4
51991,tcp,sv_P4
32970,udp,sv_P3
997,icmp,sv_P3
2913,udp,sv_P2
57901,udp,sv_P5
14754,udp,sv_P3
9787,icmp,sv_P1
16119,tcp,email
25412,tcp,sv_P5
52453,udp,email
51849,udp,sv_P2
24486,udp,email
15331,tcp,sv_P3
22993,icmp,sv_P2
49862,icmp,sv_P4
57108,udp,sv_P4
57614,tcp,email
9412,udp,sv_P2
5788,udp,sv_P4
36215,udp,sv_P4
3717,icmp,sv_P2
58190,tcp,sv_P4
43081,tcp,email
61371,tcp,sv_P1
20675,tcp,sv_P3
53587,udp,sv_P4
18945,icmp,email
13435,tcp,sv_P1
21498,udp,email
19604,udp,sv_P5
49064,tcp,sv_P4
64982,udp,sv_P3
15175,icmp,sv_P5
13824,udp,sv_P5
29980,udp,sv_P2
35113,tcp,sv_P2
61311,udp,sv_P4
65318,tcp,sv_P4
17734,udp,sv_P2
6106,tcp,sv_P2
19469,udp,sv_P5
25339,tcp,sv_P1
40242,udp,sv_P3
57788,tcp,sv_P2
5705,icmp,sv_P3
19056,icmp,sv_P2
38280,tcp,sv_P4
60017,udp,sv_P5
36726,tcp,sv_P5
18542,tcp,sv_P4
1709,tcp,sv_P5
33377,icmp,sv_P1
36342,udp,sv_P2
38065,icmp,sv_P2
26140,tcp,sv_P2
2003,udp,email
62359,tcp,sv_P4
54987,udp,sv_P4
48187,tcp,sv_P4
16037,udp,sv_P2
8005,tcp,sv_P1
26137,icmp,sv_P2
25379,udp,sv_P4
34284,tcp,sv_P2
15590,icmp,email
64255,icmp,sv_P2
58736,tcp,sv_P3
21894,tcp,sv_P3
14059,udp,email
50687,udp,sv_P1
39797,udp,sv_P2
22671,tcp,sv_P3
44148,tcp,sv_P2
15393,tcp,sv_P2
57076,icmp,sv_P4
63619,tcp,sv_P5
22678,udp,email
20441,tcp,sv_P4
37460,icmp,email
64800,icmp,sv_P4
42742,udp,email
21658,tcp,sv_P5
45790,icmp,sv_P3
8960,tcp,sv_P3
3718,icmp,sv_P5
31235,udp,sv_P2
41856,tcp,sv_P4
47118,tcp,sv_P4
18056,tcp,sv_P1
34970,udp,sv_P1
2429,tcp,sv_P4
14985,udp,sv_P2
45359,udp,sv_P1
38670,icmp,sv_P1
22245,tcp,email
40856,udp,sv_P4
41528,udp,sv_P1
39439,tcp,sv_P3
15296,udp,sv_P2
53047,udp,sv_P2
53213,udp,sv_P5
115,tcp,email
17215,icmp,sv_P1
37471,tcp,sv_P2
56970,tcp,sv_P5
23323,udp,sv_P1
58413,icmp,sv_P4
19135,icmp,sv_P1
24813,icmp,sv_P4
59471,udp,sv_P1
26878,tcp,sv_P2
64390,udp,email
49988,tcp,email
22784,icmp,sv_P1
8994,icmp,sv_P5
12288,udp,sv_P4
16907,tcp,email
50560,tcp,sv_P4
26136,tcp,email
36904,udp,sv_P5
7698,icmp,sv_P3
14255,udp,sv_P5
28497,tcp,email
57591,icmp,email
25599,icmp,sv_P1
45503,tcp,sv_P2
62958,icmp,sv_P5
5498,icmp,sv_P2
55813,icmp,sv_P2
37113,udp,sv_P2
4905,icmp,sv_P2
48833,icmp,sv_P5
50659,udp,sv_P2
34180,tcp,sv_P2
15203,udp,email
46986,icmp,sv_P3
50116,icmp,sv_P1
63555,udp,sv_P1
305,icmp,sv_P4
32691,icmp,sv_P3
61998,icmp,sv_P3
31447,tcp,sv_P2
53468,udp,sv_P5
37966,icmp,sv_P5
19830,icmp,sv_P4
25307,icmp,sv_P3
27755,udp,sv_P1
3314,tcp,sv_P5
39858,tcp,sv_P4
32797,udp,email
6888,icmp,sv_P4
42067,udp,sv_P5
1094,tcp,sv_P2
27208,icmp,sv_P4
59294,icmp,email
44000,tcp,email
11008,tcp,sv_P2
61176,tcp,email
1073,tcp,sv_P5
64929,udp,sv_P1
21300,tcp,sv_P5
51022,tcp,sv_P5
2807,icmp,sv_P2
22983,udp,sv_P2
49059,tcp,sv_P2
58276,tcp,email
38515,tcp,sv_P3
6473,udp,sv_P1
16608,udp,email
9424,icmp,sv_P4
60363,udp,sv_P2
11390,udp,sv_P5
2201,udp,email
1086,tcp,email
22672,udp,sv_P4
52600,udp,sv_P4
6396,tcp,sv_P3
546,udp,sv_P3
56136,udp,sv_P2
34520,tcp,sv_P5
6230,tcp,sv_P4
59219,tcp,sv_P1
54663,tcp,sv_P1
48899,udp,sv_P2
62791,tcp,email
49346,udp,sv_P5
47616,icmp,sv_P3
16377,icmp,sv_P4
59193,udp,sv_P2
8501,tcp,sv_P5
14388,udp,sv_P4
6164,udp,sv_P1
6186,udp,email
35968,udp,sv_P5
32027,tcp,email
60413,icmp,email
24809,tcp,sv_P1
49439,udp,sv_P4
57791,udp,sv_P3
58701,udp,sv_P5
63669,tcp,email
49239,udp,sv_P1
57051,udp,sv_P5
5117,udp,sv_P1
37529,udp,email
13828,icmp,sv_P2
51275,icmp,sv_P3
50592,icmp,sv_P1
37482,udp,sv_P2
37157,icmp,sv_P2
61178,tcp,sv_P3
17982,icmp,email
10457,icmp,sv_P1
3905,icmp,sv_P4
33591,udp,sv_P3
10600,tcp,sv_P1
60616,tcp,sv_P2
22573,icmp,sv_P3
41982,udp,sv_P2
8676,icmp,email
52749,icmp,sv_P4
28207,tcp,email
19636,udp,sv_P4
36324,tcp,email
29773,icmp,sv_P3
19413,icmp,email
26532,tcp,sv_P1
63218,icmp,sv_P2
7656,udp,sv_P4
19320,udp,sv_P5
11567,tcp,sv_P3
60628,icmp,sv_P2
49915,icmp,email
40108,udp,sv_P2
64115,udp,sv_P1
35589,icmp,sv_P1
7920,tcp,email
21668,icmp,sv_P3
13989,icmp,sv_P2
25539,udp,sv_P4
43516,tcp,sv_P3
15646,udp,sv_P4
39306,icmp,sv_P3
33146,udp,sv_P1
50759,tcp,sv_P1
